,cnv_del_LEN,cnv_dip_LEN,cnv_dup_LEN,sv_inv_LEN,sv_del_LEN,sv_dup_LEN,geneamps_ENSG00000133627_ACTR3B,geneamps_ENSG00000011426_ANLN,geneamps_ENSG00000107262_BAG1,geneamps_ENSG00000171791_BCL2,geneamps_ENSG00000089685_BIRC5,geneamps_ENSG00000106605_BLVRA,geneamps_ENSG00000134057_CCNB1,geneamps_ENSG00000105173_CCNE1,geneamps_ENSG00000117399_CDC20,geneamps_ENSG00000094804_CDC6,geneamps_ENSG00000062038_CDH3,geneamps_ENSG00000117724_CENPF,geneamps_ENSG00000138180_CEP55,geneamps_ENSG00000171604_CXXC5,geneamps_ENSG00000146648_EGFR,geneamps_ENSG00000141736_ERBB2,geneamps_ENSG00000091831_ESR1,geneamps_ENSG00000174371_EXO1,geneamps_ENSG00000160867_FGFR4,geneamps_ENSG00000129514_FOXA1,geneamps_ENSG00000054598_FOXC1,geneamps_ENSG00000173890_GPR160,geneamps_ENSG00000141738_GRB7,geneamps_ENSG00000142945_KIF2C,geneamps_ENSG00000186847_KRT14,geneamps_ENSG00000128422_KRT17,geneamps_ENSG00000186081_KRT5,geneamps_ENSG00000186868_MAPT,geneamps_ENSG00000135679_MDM2,geneamps_ENSG00000165304_MELK,geneamps_ENSG00000261857_MIA,geneamps_ENSG00000148773_MKI67,geneamps_ENSG00000115648_MLPH,geneamps_ENSG00000099953_MMP11,geneamps_ENSG00000101057_MYBL2,geneamps_ENSG00000136997_MYC,geneamps_ENSG00000171428_NAT1,geneamps_ENSG00000080986_NDC80,geneamps_ENSG00000143228_NUF2,geneamps_ENSG00000091651_ORC6,geneamps_ENSG00000082175_PGR,geneamps_ENSG00000092621_PHGDH,geneamps_ENSG00000164611_PTTG1,geneamps_ENSG00000171848_RRM2,geneamps_ENSG00000104332_SFRP1,geneamps_ENSG00000141424_SLC39A6,geneamps_ENSG00000151715_TMEM45B,geneamps_ENSG00000176890_TYMS,geneamps_ENSG00000175063_UBE2C,geneamps_ENSG00000077152_UBE2T
AOCS-001-1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 1 1 0
 0 2 0 1 2 0 2 2 0 3 0 0 1 3 0 0 1 1 2 1 0 0 0 1 0 0 0 1 2 1 0 0 0 1 0 0 2
 1 2 0 0 2 2 2 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1
 1 0 2 2 2 2 0 0 0 1 0 2 1 2 1 0 0 3 0 3 1 4 1 4 2 1 3 3 5 3 0 6 3 4 2 4 3
 1 3 9 3 0 2 0 0]","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 1 1 2 0 0
 0 0 1 2 2 1 2 0 1 0 0 1 2 1 0 0 0 1 0 0 4 4 1 2 2 2 4 0 1 3 3 2 4 4 3 6 0
 2 1 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 2 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0
 1 2 0 0 0 0 0 0]","[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
 13  7  4  4  4  3  0  1  3  1  0  2  1  2  3  2  1  3  2  0  2  1  4  0
  1  1  1  1  1  3  0  0  1  1  1  0  2  0  0  4  1  1  1  0  2  1  2  3
  1  2  2  1  2  2  1  4  1  0  1  0  1  0  0  0  0  0  0  0  1  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 5 0 0 1 2 3 5 2 4 6 2 3 3 7 3 2 1 3 1 6 1 5 2 4 1 1 2 0
 0 1 0 3 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0
 0 2 0 0 1 0 0 0]",3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0
AOCS-004-1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 2 0 0 0 1 0 1 0 1 3
 2 1 0 1 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 1 0 0
 0 0 1 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 0 1
 1 0 1 1 1 0 1 1 1 1 2 0 0 1 0 1 1 0 0 0 2 0 1 1 0 1 2 2 2 0 0 2 4 1 1 2 4
 5 0 2 1 3 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 1 1 1 3 5 1 3 1
 4 0 1 0 2 1 1 3 1 3 2 0 0 2 1 3 1 0 3 2 3 4 3 1 0 2 3 1 0 1 3 3 0 2 3 5 3
 4 0 3 3 0 1 1 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 1 0 0 0 0 0 0 2 0 1 0 2 0 0 0 1 0 0 0 0 1 2 1 0 0 0 0 2 0 0 0 3 0 1
 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 1
 0 1 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 4 0 1 0 0 0 0 2 2 0
 2 2 1 1 1 3 4 0 3 1 0 0 0 1 1 4 2 1 2 1 3 6 3 2 1 6 1 3 1 0 4 0 4 1 1 0 1
 0 0 3 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 0 0 1 2 0 0 0 1 0 1 0 1 2 0 0 2 3 2 0 0 0 0 0 0 2 0 1 2 0
 4 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]",3.0,4.0,3.0,2.0,4.0,3.0,2.0,13.0,3.0,1.0,2.0,5.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,7.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,6.0,4.0,2.0,5.0,2.0,6.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,5.0
AOCS-005-1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0
 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 2 1 0 0 0 1 3 0 1 0 1 0
 0 0 1 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 3
 1 1 0 2 0 4 4 3 1 0 3 1 3 1 0 3 2 4 5 1 5 3 1 0 3 2 0 3 4 3 5 7 4 4 5 0 2
 1 0 0 0 0 0 0 1]","[ 0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0
  0  0  2  0  0  0  1  0  1  0  5  2  1  0  5  2  2  2  2  3  9  2  5  7
  7  7  5  5 15 14 13 12 16 10 20  9 17 13 12 12 20  9 17 10 14 10  8 12
  6  7  7  5  7  7  7  6  5  7  4  9  6  5  2  6  1  0  0  0  2  2  0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 1 1 0 1 0
 0 3 1 1 1 1 3 1 2 1 3 3 1 0 2 0 4 2 2 1 2 2 1 2 0 2 2 1 2 1 3 1 1 1 3 0 1
 2 1 2 0 1 1 2 2 1 0 0 1 3 0 1 1 0 1 3 3 1 1 2 1 0 0 0 1 0 0 0 1 0 0 1 0 1
 0 0 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 1 0 0 1 1 2 0
 0 0 1 0 0 0 0 0 0 0 1 2 0 2 2 1 0 2 0 2 1 1 0 0 0 2 1 3 1 2 0 0 2 0 0 2 1
 0 3 2 4 1 6 1 0 1 3 2 2 0 0 1 1 0 1 2 0 2 0 1 1 0 0 0 0 1 0 0 3 0 0 0 2 0
 1 0 0 0 0 0 0 0]","[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  1  0  0  2  1
  0  6  2  2  4  2 11  2  6  8  0  2  4  1  1  1  1  0  2  0  1  4  0  1
  1  1  1  1  0  0  1  0  1  1  0  3  0  0  0  0  0  0  0  0  0  0  0]",5.0,4.0,3.0,3.0,3.0,2.0,2.0,25.0,15.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,2.0,7.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0
AOCS-055-1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
 1 0 1 1 1 1 0 1 0 0 0 1 0 1 1 0 0 0 0 2 0 0 0 0 0 0 0 2 0 1 3 3 0 1 0 2 1
 1 0 0 0 0 0 0 0]","[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  1  1  3  0  1  0  0  1  0  1  3  0  1  1  0  1  1
  2  4  4  6  5  7  6  8  4  7  6 10  4  9  7 10  5  9 12 10 13  8  7  9
 12  7  7 12 13  8  8  6  6  6  8 13  2  5  6  3  4  3  2  1  1  2  1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2
 0 0 0 0 1 0 0 2 1 2 2 2 1 1 3 0 4 3 3 0 0 1 1 1 1 1 1 1 1 1 0 2 1 1 0 2 3
 0 4 1 3 1 1 2 0 1 1 0 0 0 3 2 1 1 1 0 2 0 2 1 2 3 0 0 1 1 2 1 1 0 0 1 0 0
 1 0 2 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 4 2 5 3 1 1 3 2 1 0 3
 0 2 2 1 2 3 2 2 1 2 0 4 7 4 1 4 1 0 3 0 3 2 3 4 0 2 1 1 0 3 3 3 7 5 4 4 6
 3 4 2 5 3 2 2 3 1 3 1 5 1 2 2 3 2 1 2 1 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1
 1 0 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 1 0 2 1 3 1 1 3 1 2
 2 3 3 5 5 4 2 5 2 1 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 1 0 1
 0 1 0 0 1 1 0 0]",8.0,5.0,4.0,2.0,3.0,5.0,3.0,19.0,11.0,2.0,2.0,6.0,6.0,3.0,4.0,2.0,5.0,8.0,3.0,2.0,3.0,6.0,2.0,11.0,2.0,2.0,6.0,4.0,3.0,3.0,24.0,7.0,4.0,4.0,6.0,6.0,1.0,3.0,6.0,2.0,3.0,7.0,3.0,4.0,3.0,3.0,4.0,3.0,6.0,5.0
AOCS-056-1,"[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 1 2 1 2 2 1 1
 4 0 1 1 1 3 2 1 2 1 0 0 2 0 0 1 0 0 0 2 1 0 0 1 1 1 0 0 0 4 0 0 2 0 1 0 1
 0 1 0 1 0 3 1 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1
 0 0 2 0 0 0 1 3 1 0 1 1 0 0 1 0 1 0 0 0 4 2 1 0 1 1 2 1 1 3 0 0 1 0 3 4 1
 2 5 2 1 1 3 3 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 2 1 1 0 0 1 1 1 0 1 0 0 2
 4 1 0 0 3 3 2 0 2 5 6 2 1 3 1 1 0 0 0 2 0 1 4 6 1 1 1 1 0 3 2 0 1 2 1 1 2
 1 1 0 1 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
 0 0 1 1 1 0 3 2 3 0 0 0 0 2 1 1 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 2 0 0 2 1
 0 0 1 0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 3 0 1 1 0 0 0 2 1 2 3 1 0 0
 0 0 0 2 1 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 0 0 0 3 1 1 1 0 1
 0 1 1 0 1 2 1 1 0 1 0 4 1 1 4 1 0 2 2 3 0 0 1 0 2 0 1 1 0 0 2 3 1 1 1 0 2
 1 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 1 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1
 0 1 0 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0
 0 0 0 0 1 0 1 0]",1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,9.0,2.0
AOCS-058-1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 2 0 2 0 3 0 2 0
 0 0 3 1 2 1 1 3 0 1 0 1 2 0 1 0 3 2 1 1 1 1 0 2 0 2 4 1 2 2 1 1 1 1 2 2 1
 3 1 3 2 1 3 3 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 1 0 2 1 4 1 3
 2 0 2 2 1 0 1 0 1 1 3 1 1 1 0 0 3 0 0 3 1 1 1 3 4 2 3 2 4 3 4 2 4 3 2 1 2
 6 3 3 2 1 2 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 2 2 0 0 2 2 2 0 4 1 1 1
 1 1 2 0 0 1 2 0 1 0 2 1 1 2 0 0 1 0 1 0 1 0 3 2 3 1 1 0 1 0 1 2 2 0 0 1 1
 1 1 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 1 2 1
 1 2 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 4 0 0 1 0 3 0 1 0 0 2 0 0
 0 0 1 0 0 0 0 0]","[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
 16 18 11  9  7  9  7  3  3 14  3  1  3  2  5  0  4  2  1  8  1  3  0  3
  2  2  4  0  4  0  3  0  1  0  2  0  0  1  0  0  0  2  1  1  0  2  1  1
  0  0  1  0  0  0  2  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1
  0  0  1  1  1  1  0  0  1  0  0  0  0  0  1  0  1  1  0  0  0  0  0]","[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  1  0  0  0  0  1  0  1  0  1  0  0  1  1  1  0  1  1
  1  3  2  5  2  7  6  4  7  3  7 10  7  4  2  5  3  2  4  3  1  2  1  3
  0  1  1  2  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
  0  0  0  0  0  0  0  0  1  0  0  2  0  0  0  0  0  0  0  0  0  0  0]",4.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
AOCS-059-1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0
 0 0 0 1 1 0 0 0 2 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 0
 0 0 0 2 0 1 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0
 2 0 1 0 1 2 1 0 0 3 0 0 1 2 0 0 2 1 0 2 0 0 3 3 0 0 2 0 4 1 3 0 1 1 3 0 2
 1 2 1 2 0 1 2 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 1 0 2 0 1 0 0 0 3 4 1 1
 0 5 2 1 0 1 5 1 1 4 2 3 0 2 1 1 1 0 1 0 2 5 3 0 1 1 3 1 1 0 1 1 0 1 4 2 2
 6 0 0 1 0 3 1 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 0 2 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 4 1 0 2 0 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 2 0 0 1 0 0 0 1 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 2 0 1 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 2 0 0 1 0
 1 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]",3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0
