clf,dataset_name,dataset_type,auc,distances
RSIF,21_Lymphography,numerical,1.0,eucl
RSIF,21_Lymphography,numerical,1.0,eucl
RSIF,21_Lymphography,numerical,1.0,cosi_cheb
RSIF,21_Lymphography,numerical,1.0,cosi_cheb
RSIF,21_Lymphography,numerical,1.0,cosi_cheb
RSIF,21_Lymphography,numerical,1.0,cosi_cheb
RSIF,21_Lymphography,numerical,1.0,cosi_cheb
RSIF,21_Lymphography,numerical,1.0,cosi_cheb
RSIF,21_Lymphography,numerical,1.0,cosi_cheb
RSIF,21_Lymphography,numerical,1.0,cosi_cheb
RSIF,21_Lymphography,numerical,0.9651,cosi_cheb
RSIF,21_Lymphography,numerical,0.9884,cosi_cheb
RSIF,21_Lymphography,numerical,1.0,cosi
RSIF,21_Lymphography,numerical,1.0,cosi
RSIF,21_Lymphography,numerical,1.0,cosi
RSIF,21_Lymphography,numerical,1.0,cosi
RSIF,21_Lymphography,numerical,1.0,cosi
RSIF,21_Lymphography,numerical,0.9884,cosi
RSIF,21_Lymphography,numerical,1.0,cosi
RSIF,21_Lymphography,numerical,1.0,cosi
RSIF,21_Lymphography,numerical,1.0,cosi
RSIF,21_Lymphography,numerical,1.0,cosi
RSIF,21_Lymphography,numerical,1.0,cheb
RSIF,21_Lymphography,numerical,1.0,cheb
RSIF,21_Lymphography,numerical,1.0,cheb
RSIF,21_Lymphography,numerical,1.0,cheb
RSIF,21_Lymphography,numerical,1.0,cheb
RSIF,21_Lymphography,numerical,1.0,cheb
RSIF,21_Lymphography,numerical,1.0,cheb
RSIF,21_Lymphography,numerical,1.0,cheb
RSIF,21_Lymphography,numerical,1.0,cheb
RSIF,21_Lymphography,numerical,0.9884,cheb
RSIF,36_speech,numerical,0.5223,manh_eucl_cosi
RSIF,36_speech,numerical,0.5001,manh_eucl_cosi
RSIF,36_speech,numerical,0.404,manh_eucl_cosi
RSIF,36_speech,numerical,0.3985,manh_eucl_cosi
RSIF,36_speech,numerical,0.3249,manh_eucl_cosi
RSIF,36_speech,numerical,0.3079,manh_eucl_cosi
RSIF,36_speech,numerical,0.4761,manh_eucl_cosi
RSIF,36_speech,numerical,0.3444,manh_eucl_cosi
RSIF,36_speech,numerical,0.4909,manh_eucl_cosi
RSIF,36_speech,numerical,0.4869,manh_eucl_cosi
RSIF,36_speech,numerical,0.4472,manh_eucl_cheb
RSIF,36_speech,numerical,0.49,manh_eucl_cheb
RSIF,36_speech,numerical,0.4313,manh_eucl_cheb
