clf,dataset_name,dataset_type,auc,distances
RISF,BZR,graph,0.4438,Port_Eucl
RISF,BZR,graph,0.3938,Port
RISF,BZR,graph,0.5021,Port
RISF,BZR,graph,0.4708,Port
RISF,BZR,graph,0.5958,Port
RISF,BZR,graph,0.5063,Port
RISF,BZR,graph,0.8125,Manh_NetS_Degr
RISF,BZR,graph,0.7271,Manh_NetS_Degr
RISF,BZR,graph,0.7854,Manh_NetS_Degr
RISF,BZR,graph,0.9062,Manh_NetS_Degr
RISF,BZR,graph,0.7708,Manh_NetS_Degr
RISF,BZR,graph,0.6521,Manh_NetS_NetL
RISF,BZR,graph,0.6104,Manh_NetS_NetL
RISF,BZR,graph,0.7458,Manh_NetS_NetL
RISF,BZR,graph,0.9,Manh_NetS_NetL
RISF,BZR,graph,0.75,Manh_NetS_NetL
RISF,BZR,graph,0.6458,Manh_NetS_Eucl
RISF,BZR,graph,0.5188,Manh_NetS_Eucl
RISF,BZR,graph,0.7083,Manh_NetS_Eucl
RISF,BZR,graph,0.8292,Manh_NetS_Eucl
RISF,BZR,graph,0.6229,Manh_NetS_Eucl
RISF,BZR,graph,0.5875,Manh_NetS
RISF,BZR,graph,0.5729,Manh_NetS
RISF,BZR,graph,0.6083,Manh_NetS
RISF,BZR,graph,0.8708,Manh_NetS
RISF,BZR,graph,0.65,Manh_NetS
RISF,BZR,graph,0.8938,Manh_Degr_NetL
RISF,BZR,graph,0.7813,Manh_Degr_NetL
RISF,BZR,graph,0.8083,Manh_Degr_NetL
