clf,dataset_name,dataset_type,auc,distances
RSIF,COX2,graph,0.5545,Ipse_NetS_Degr
RSIF,COX2,graph,0.4018,Ipse_NetS_Degr
RSIF,COX2,graph,0.5364,Ipse_NetS_Degr
RSIF,COX2,graph,0.5509,Ipse_NetS_Degr
RSIF,COX2,graph,0.6218,Ipse_NetS_Degr
RSIF,COX2,graph,0.68,Ipse_NetS_Degr
RSIF,COX2,graph,0.4982,Ipse_NetS_Degr
RSIF,COX2,graph,0.6364,Ipse_NetS_Degr
RSIF,COX2,graph,0.4182,Ipse_NetS_Degr
RSIF,COX2,graph,0.5109,Ipse_NetS_NetL
RSIF,COX2,graph,0.6055,Ipse_NetS_NetL
RSIF,COX2,graph,0.5273,Ipse_NetS_NetL
RSIF,COX2,graph,0.5836,Ipse_NetS_NetL
RSIF,COX2,graph,0.4509,Ipse_NetS_NetL
RSIF,COX2,graph,0.4636,Ipse_NetS_NetL
RSIF,COX2,graph,0.6418,Ipse_NetS_NetL
RSIF,COX2,graph,0.5218,Ipse_NetS_NetL
RSIF,COX2,graph,0.5809,Ipse_NetS_NetL
RSIF,COX2,graph,0.4136,Ipse_NetS_NetL
RSIF,COX2,graph,0.5782,Ipse_NetS_Nume
RSIF,COX2,graph,0.5455,Ipse_NetS_Nume
RSIF,COX2,graph,0.5127,Ipse_NetS_Nume
RSIF,COX2,graph,0.5727,Ipse_NetS_Nume
RSIF,COX2,graph,0.4636,Ipse_NetS_Nume
RSIF,COX2,graph,0.4782,Ipse_NetS_Nume
RSIF,COX2,graph,0.6382,Ipse_NetS_Nume
RSIF,COX2,graph,0.5291,Ipse_NetS_Nume
RSIF,COX2,graph,0.5545,Ipse_NetS_Nume
RSIF,COX2,graph,0.3545,Ipse_NetS_Nume
RSIF,COX2,graph,0.3873,Ipse_NetS
RSIF,COX2,graph,0.5255,Ipse_NetS
RSIF,COX2,graph,0.4691,Ipse_NetS
RSIF,COX2,graph,0.5982,Ipse_NetS
RSIF,COX2,graph,0.4291,Ipse_NetS
RSIF,COX2,graph,0.5291,Ipse_NetS
RSIF,COX2,graph,0.6,Ipse_NetS
RSIF,COX2,graph,0.3473,Ipse_NetS
RSIF,COX2,graph,0.5709,Ipse_NetS
RSIF,COX2,graph,0.4255,Ipse_NetS
RSIF,COX2,graph,0.5164,Ipse_Degr_NetL
RSIF,COX2,graph,0.4727,Ipse_Degr_NetL
RSIF,COX2,graph,0.4473,Ipse_Degr_NetL
RSIF,COX2,graph,0.5927,Ipse_Degr_NetL
RSIF,COX2,graph,0.58,Ipse_Degr_NetL
RSIF,COX2,graph,0.5509,Ipse_Degr_NetL
RSIF,COX2,graph,0.6891,Ipse_Degr_NetL
RSIF,COX2,graph,0.5582,Ipse_Degr_NetL
RSIF,COX2,graph,0.6091,Ipse_Degr_NetL
RSIF,COX2,graph,0.4127,Ipse_Degr_NetL
RSIF,COX2,graph,0.5327,Ipse_Degr_Nume
RSIF,COX2,graph,0.4473,Ipse_Degr_Nume
RSIF,COX2,graph,0.5091,Ipse_Degr_Nume
RSIF,COX2,graph,0.5818,Ipse_Degr_Nume
RSIF,COX2,graph,0.5636,Ipse_Degr_Nume
RSIF,COX2,graph,0.5582,Ipse_Degr_Nume
RSIF,COX2,graph,0.72,Ipse_Degr_Nume
RSIF,COX2,graph,0.5873,Ipse_Degr_Nume
RSIF,COX2,graph,0.6145,Ipse_Degr_Nume
RSIF,COX2,graph,0.4273,Ipse_Degr_Nume
RSIF,COX2,graph,0.4855,Ipse_Degr
RSIF,COX2,graph,0.4164,Ipse_Degr
RSIF,COX2,graph,0.4655,Ipse_Degr
RSIF,COX2,graph,0.6255,Ipse_Degr
RSIF,COX2,graph,0.6218,Ipse_Degr
RSIF,COX2,graph,0.6109,Ipse_Degr
RSIF,COX2,graph,0.7182,Ipse_Degr
RSIF,COX2,graph,0.54,Ipse_Degr
RSIF,COX2,graph,0.6291,Ipse_Degr
RSIF,COX2,graph,0.5091,Ipse_Degr
RSIF,COX2,graph,0.6382,Ipse_NetL_Nume
RSIF,COX2,graph,0.5545,Ipse_NetL_Nume
RSIF,COX2,graph,0.6145,Ipse_NetL_Nume
RSIF,COX2,graph,0.6364,Ipse_NetL_Nume
RSIF,COX2,graph,0.5273,Ipse_NetL_Nume
RSIF,COX2,graph,0.4236,Ipse_NetL_Nume
RSIF,COX2,graph,0.6582,Ipse_NetL_Nume
RSIF,COX2,graph,0.66,Ipse_NetL_Nume
RSIF,COX2,graph,0.6236,Ipse_NetL_Nume
RSIF,COX2,graph,0.4891,Ipse_NetL_Nume
RSIF,COX2,graph,0.6291,Ipse_NetL
RSIF,COX2,graph,0.5236,Ipse_NetL
RSIF,COX2,graph,0.5382,Ipse_NetL
RSIF,COX2,graph,0.6291,Ipse_NetL
RSIF,COX2,graph,0.5636,Ipse_NetL
RSIF,COX2,graph,0.4109,Ipse_NetL
RSIF,COX2,graph,0.6273,Ipse_NetL
RSIF,COX2,graph,0.6509,Ipse_NetL
RSIF,COX2,graph,0.5082,Ipse_NetL
RSIF,COX2,graph,0.3836,Ipse_NetL
RSIF,COX2,graph,0.5709,Ipse_Nume
RSIF,COX2,graph,0.5218,Ipse_Nume
RSIF,COX2,graph,0.5891,Ipse_Nume
RSIF,COX2,graph,0.6382,Ipse_Nume
RSIF,COX2,graph,0.5764,Ipse_Nume
RSIF,COX2,graph,0.4691,Ipse_Nume
RSIF,COX2,graph,0.6782,Ipse_Nume
RSIF,COX2,graph,0.6364,Ipse_Nume
RSIF,COX2,graph,0.6109,Ipse_Nume
RSIF,COX2,graph,0.4109,Ipse_Nume
RSIF,COX2,graph,0.5236,Ipse
RSIF,COX2,graph,0.3618,Ipse
RSIF,COX2,graph,0.4218,Ipse
RSIF,COX2,graph,0.6109,Ipse
RSIF,COX2,graph,0.4636,Ipse
RSIF,COX2,graph,0.5036,Ipse
RSIF,COX2,graph,0.7182,Ipse
RSIF,COX2,graph,0.4545,Ipse
RSIF,COX2,graph,0.4327,Ipse
RSIF,COX2,graph,0.4836,Ipse
RSIF,COX2,graph,0.4873,Port_BagO_NetS
RSIF,COX2,graph,0.5327,Port_BagO_NetS
RSIF,COX2,graph,0.5055,Port_BagO_NetS
RSIF,COX2,graph,0.4136,Port_BagO_NetS
RSIF,COX2,graph,0.4782,Port_BagO_NetS
RSIF,COX2,graph,0.4145,Port_BagO_NetS
RSIF,COX2,graph,0.6327,Port_BagO_NetS
RSIF,COX2,graph,0.4164,Port_BagO_NetS
RSIF,COX2,graph,0.5236,Port_BagO_NetS
RSIF,COX2,graph,0.5164,Port_BagO_NetS
RSIF,COX2,graph,0.48,Port_BagO_Degr
RSIF,COX2,graph,0.3318,Port_BagO_Degr
RSIF,COX2,graph,0.5545,Port_BagO_Degr
RSIF,COX2,graph,0.56,Port_BagO_Degr
RSIF,COX2,graph,0.5873,Port_BagO_Degr
RSIF,COX2,graph,0.7255,Port_BagO_Degr
RSIF,COX2,graph,0.7182,Port_BagO_Degr
RSIF,COX2,graph,0.5,Port_BagO_Degr
RSIF,COX2,graph,0.6691,Port_BagO_Degr
RSIF,COX2,graph,0.6218,Port_BagO_Degr
RSIF,COX2,graph,0.6509,Port_BagO_NetL
RSIF,COX2,graph,0.5218,Port_BagO_NetL
RSIF,COX2,graph,0.66,Port_BagO_NetL
RSIF,COX2,graph,0.6218,Port_BagO_NetL
RSIF,COX2,graph,0.4727,Port_BagO_NetL
RSIF,COX2,graph,0.4345,Port_BagO_NetL
RSIF,COX2,graph,0.6782,Port_BagO_NetL
RSIF,COX2,graph,0.5855,Port_BagO_NetL
RSIF,COX2,graph,0.7218,Port_BagO_NetL
RSIF,COX2,graph,0.5891,Port_BagO_NetL
RSIF,COX2,graph,0.6364,Port_BagO_Nume
RSIF,COX2,graph,0.4873,Port_BagO_Nume
RSIF,COX2,graph,0.7309,Port_BagO_Nume
RSIF,COX2,graph,0.7,Port_BagO_Nume
RSIF,COX2,graph,0.5927,Port_BagO_Nume
RSIF,COX2,graph,0.5018,Port_BagO_Nume
RSIF,COX2,graph,0.7073,Port_BagO_Nume
RSIF,COX2,graph,0.62,Port_BagO_Nume
RSIF,COX2,graph,0.6582,Port_BagO_Nume
RSIF,COX2,graph,0.4718,Port_BagO_Nume
RSIF,COX2,graph,0.4782,Port_BagO
RSIF,COX2,graph,0.41,Port_BagO
RSIF,COX2,graph,0.5255,Port_BagO
RSIF,COX2,graph,0.5945,Port_BagO
RSIF,COX2,graph,0.3655,Port_BagO
RSIF,COX2,graph,0.5964,Port_BagO
RSIF,COX2,graph,0.5909,Port_BagO
RSIF,COX2,graph,0.4745,Port_BagO
RSIF,COX2,graph,0.6745,Port_BagO
RSIF,COX2,graph,0.68,Port_BagO
RSIF,COX2,graph,0.4855,Port_NetS_Degr
RSIF,COX2,graph,0.4318,Port_NetS_Degr
RSIF,COX2,graph,0.5091,Port_NetS_Degr
RSIF,COX2,graph,0.6045,Port_NetS_Degr
RSIF,COX2,graph,0.5645,Port_NetS_Degr
RSIF,COX2,graph,0.6382,Port_NetS_Degr
RSIF,COX2,graph,0.7318,Port_NetS_Degr
RSIF,COX2,graph,0.4564,Port_NetS_Degr
RSIF,COX2,graph,0.6809,Port_NetS_Degr
RSIF,COX2,graph,0.5364,Port_NetS_Degr
RSIF,COX2,graph,0.5509,Port_NetS_NetL
RSIF,COX2,graph,0.59,Port_NetS_NetL
RSIF,COX2,graph,0.64,Port_NetS_NetL
RSIF,COX2,graph,0.6264,Port_NetS_NetL
RSIF,COX2,graph,0.4336,Port_NetS_NetL
RSIF,COX2,graph,0.5836,Port_NetS_NetL
RSIF,COX2,graph,0.5955,Port_NetS_NetL
RSIF,COX2,graph,0.44,Port_NetS_NetL
RSIF,COX2,graph,0.6355,Port_NetS_NetL
RSIF,COX2,graph,0.4818,Port_NetS_NetL
RSIF,COX2,graph,0.6291,Port_NetS_Nume
RSIF,COX2,graph,0.6136,Port_NetS_Nume
RSIF,COX2,graph,0.5273,Port_NetS_Nume
RSIF,COX2,graph,0.6464,Port_NetS_Nume
RSIF,COX2,graph,0.49,Port_NetS_Nume
RSIF,COX2,graph,0.52,Port_NetS_Nume
RSIF,COX2,graph,0.55,Port_NetS_Nume
RSIF,COX2,graph,0.4927,Port_NetS_Nume
RSIF,COX2,graph,0.5518,Port_NetS_Nume
RSIF,COX2,graph,0.4691,Port_NetS_Nume
RSIF,COX2,graph,0.56,Port_NetS
RSIF,COX2,graph,0.6155,Port_NetS
RSIF,COX2,graph,0.5655,Port_NetS
RSIF,COX2,graph,0.6045,Port_NetS
RSIF,COX2,graph,0.3809,Port_NetS
RSIF,COX2,graph,0.5982,Port_NetS
RSIF,COX2,graph,0.6064,Port_NetS
RSIF,COX2,graph,0.4055,Port_NetS
RSIF,COX2,graph,0.5682,Port_NetS
RSIF,COX2,graph,0.5664,Port_NetS
RSIF,COX2,graph,0.5782,Port_Degr_NetL
RSIF,COX2,graph,0.4573,Port_Degr_NetL
RSIF,COX2,graph,0.5418,Port_Degr_NetL
RSIF,COX2,graph,0.6191,Port_Degr_NetL
RSIF,COX2,graph,0.55,Port_Degr_NetL
RSIF,COX2,graph,0.5364,Port_Degr_NetL
RSIF,COX2,graph,0.6936,Port_Degr_NetL
RSIF,COX2,graph,0.5418,Port_Degr_NetL
RSIF,COX2,graph,0.6791,Port_Degr_NetL
RSIF,COX2,graph,0.5655,Port_Degr_NetL
RSIF,COX2,graph,0.6473,Port_Degr_Nume
RSIF,COX2,graph,0.5009,Port_Degr_Nume
RSIF,COX2,graph,0.5182,Port_Degr_Nume
RSIF,COX2,graph,0.6864,Port_Degr_Nume
RSIF,COX2,graph,0.5027,Port_Degr_Nume
RSIF,COX2,graph,0.5164,Port_Degr_Nume
RSIF,COX2,graph,0.69,Port_Degr_Nume
RSIF,COX2,graph,0.58,Port_Degr_Nume
RSIF,COX2,graph,0.6373,Port_Degr_Nume
RSIF,COX2,graph,0.5036,Port_Degr_Nume
RSIF,COX2,graph,0.5164,Port_Degr
RSIF,COX2,graph,0.4827,Port_Degr
RSIF,COX2,graph,0.5182,Port_Degr
RSIF,COX2,graph,0.6191,Port_Degr
RSIF,COX2,graph,0.6336,Port_Degr
RSIF,COX2,graph,0.7327,Port_Degr
RSIF,COX2,graph,0.7118,Port_Degr
RSIF,COX2,graph,0.4945,Port_Degr
RSIF,COX2,graph,0.6682,Port_Degr
RSIF,COX2,graph,0.5782,Port_Degr
RSIF,COX2,graph,0.7436,Port_NetL_Nume
RSIF,COX2,graph,0.5445,Port_NetL_Nume
RSIF,COX2,graph,0.6945,Port_NetL_Nume
RSIF,COX2,graph,0.7464,Port_NetL_Nume
RSIF,COX2,graph,0.5155,Port_NetL_Nume
RSIF,COX2,graph,0.5418,Port_NetL_Nume
RSIF,COX2,graph,0.5373,Port_NetL_Nume
RSIF,COX2,graph,0.5745,Port_NetL_Nume
RSIF,COX2,graph,0.6173,Port_NetL_Nume
RSIF,COX2,graph,0.5055,Port_NetL_Nume
RSIF,COX2,graph,0.6745,Port_NetL
RSIF,COX2,graph,0.5482,Port_NetL
RSIF,COX2,graph,0.7473,Port_NetL
RSIF,COX2,graph,0.6809,Port_NetL
RSIF,COX2,graph,0.4355,Port_NetL
RSIF,COX2,graph,0.56,Port_NetL
RSIF,COX2,graph,0.6536,Port_NetL
RSIF,COX2,graph,0.5945,Port_NetL
RSIF,COX2,graph,0.6973,Port_NetL
RSIF,COX2,graph,0.5709,Port_NetL
RSIF,COX2,graph,0.7182,Port_Nume
RSIF,COX2,graph,0.5718,Port_Nume
RSIF,COX2,graph,0.6327,Port_Nume
RSIF,COX2,graph,0.73,Port_Nume
RSIF,COX2,graph,0.4445,Port_Nume
RSIF,COX2,graph,0.5782,Port_Nume
RSIF,COX2,graph,0.51,Port_Nume
RSIF,COX2,graph,0.5473,Port_Nume
RSIF,COX2,graph,0.6682,Port_Nume
RSIF,COX2,graph,0.5509,Port_Nume
RSIF,COX2,graph,0.6164,Port
RSIF,COX2,graph,0.5282,Port
RSIF,COX2,graph,0.5636,Port
RSIF,COX2,graph,0.5718,Port
RSIF,COX2,graph,0.4718,Port
RSIF,COX2,graph,0.5891,Port
RSIF,COX2,graph,0.55,Port
RSIF,COX2,graph,0.3945,Port
RSIF,COX2,graph,0.6318,Port
RSIF,COX2,graph,0.6218,Port
RSIF,COX2,graph,0.5182,BagO_NetS_Degr
RSIF,COX2,graph,0.4782,BagO_NetS_Degr
RSIF,COX2,graph,0.5436,BagO_NetS_Degr
RSIF,COX2,graph,0.5818,BagO_NetS_Degr
RSIF,COX2,graph,0.5345,BagO_NetS_Degr
RSIF,COX2,graph,0.6309,BagO_NetS_Degr
RSIF,COX2,graph,0.6627,BagO_NetS_Degr
RSIF,COX2,graph,0.4655,BagO_NetS_Degr
RSIF,COX2,graph,0.6327,BagO_NetS_Degr
RSIF,COX2,graph,0.4445,BagO_NetS_Degr
RSIF,COX2,graph,0.5591,BagO_NetS_NetL
RSIF,COX2,graph,0.56,BagO_NetS_NetL
RSIF,COX2,graph,0.62,BagO_NetS_NetL
RSIF,COX2,graph,0.5527,BagO_NetS_NetL
RSIF,COX2,graph,0.4455,BagO_NetS_NetL
RSIF,COX2,graph,0.4891,BagO_NetS_NetL
RSIF,COX2,graph,0.6773,BagO_NetS_NetL
RSIF,COX2,graph,0.5418,BagO_NetS_NetL
RSIF,COX2,graph,0.6636,BagO_NetS_NetL
RSIF,COX2,graph,0.5964,BagO_NetS_NetL
RSIF,COX2,graph,0.4818,BagO_NetS_Nume
RSIF,COX2,graph,0.5545,BagO_NetS_Nume
RSIF,COX2,graph,0.5418,BagO_NetS_Nume
RSIF,COX2,graph,0.5818,BagO_NetS_Nume
RSIF,COX2,graph,0.5091,BagO_NetS_Nume
RSIF,COX2,graph,0.5,BagO_NetS_Nume
RSIF,COX2,graph,0.69,BagO_NetS_Nume
RSIF,COX2,graph,0.5873,BagO_NetS_Nume
RSIF,COX2,graph,0.6364,BagO_NetS_Nume
RSIF,COX2,graph,0.47,BagO_NetS_Nume
RSIF,COX2,graph,0.5173,BagO_NetS
RSIF,COX2,graph,0.5473,BagO_NetS
RSIF,COX2,graph,0.5673,BagO_NetS
RSIF,COX2,graph,0.5709,BagO_NetS
RSIF,COX2,graph,0.4164,BagO_NetS
RSIF,COX2,graph,0.5182,BagO_NetS
RSIF,COX2,graph,0.6264,BagO_NetS
RSIF,COX2,graph,0.3618,BagO_NetS
RSIF,COX2,graph,0.6545,BagO_NetS
RSIF,COX2,graph,0.4264,BagO_NetS
RSIF,COX2,graph,0.5782,BagO_Degr_NetL
RSIF,COX2,graph,0.4609,BagO_Degr_NetL
RSIF,COX2,graph,0.5091,BagO_Degr_NetL
RSIF,COX2,graph,0.65,BagO_Degr_NetL
RSIF,COX2,graph,0.6291,BagO_Degr_NetL
RSIF,COX2,graph,0.6036,BagO_Degr_NetL
RSIF,COX2,graph,0.7391,BagO_Degr_NetL
RSIF,COX2,graph,0.64,BagO_Degr_NetL
RSIF,COX2,graph,0.7073,BagO_Degr_NetL
RSIF,COX2,graph,0.5745,BagO_Degr_NetL
RSIF,COX2,graph,0.5727,BagO_Degr_Nume
RSIF,COX2,graph,0.3918,BagO_Degr_Nume
RSIF,COX2,graph,0.5927,BagO_Degr_Nume
RSIF,COX2,graph,0.7127,BagO_Degr_Nume
RSIF,COX2,graph,0.6455,BagO_Degr_Nume
RSIF,COX2,graph,0.5982,BagO_Degr_Nume
RSIF,COX2,graph,0.7345,BagO_Degr_Nume
RSIF,COX2,graph,0.62,BagO_Degr_Nume
RSIF,COX2,graph,0.7236,BagO_Degr_Nume
RSIF,COX2,graph,0.5091,BagO_Degr_Nume
RSIF,COX2,graph,0.5036,BagO_Degr
RSIF,COX2,graph,0.3536,BagO_Degr
RSIF,COX2,graph,0.4973,BagO_Degr
RSIF,COX2,graph,0.6182,BagO_Degr
RSIF,COX2,graph,0.6891,BagO_Degr
RSIF,COX2,graph,0.6491,BagO_Degr
RSIF,COX2,graph,0.73,BagO_Degr
RSIF,COX2,graph,0.5455,BagO_Degr
RSIF,COX2,graph,0.6673,BagO_Degr
RSIF,COX2,graph,0.5709,BagO_Degr
RSIF,COX2,graph,0.7673,BagO_NetL_Nume
RSIF,COX2,graph,0.6009,BagO_NetL_Nume
RSIF,COX2,graph,0.6964,BagO_NetL_Nume
RSIF,COX2,graph,0.6518,BagO_NetL_Nume
RSIF,COX2,graph,0.5582,BagO_NetL_Nume
RSIF,COX2,graph,0.4036,BagO_NetL_Nume
RSIF,COX2,graph,0.6545,BagO_NetL_Nume
RSIF,COX2,graph,0.6891,BagO_NetL_Nume
RSIF,COX2,graph,0.8091,BagO_NetL_Nume
RSIF,COX2,graph,0.5973,BagO_NetL_Nume
RSIF,COX2,graph,0.7255,BagO_NetL
RSIF,COX2,graph,0.6164,BagO_NetL
RSIF,COX2,graph,0.7455,BagO_NetL
RSIF,COX2,graph,0.6391,BagO_NetL
RSIF,COX2,graph,0.6145,BagO_NetL
RSIF,COX2,graph,0.4164,BagO_NetL
RSIF,COX2,graph,0.65,BagO_NetL
RSIF,COX2,graph,0.6818,BagO_NetL
RSIF,COX2,graph,0.7873,BagO_NetL
RSIF,COX2,graph,0.6027,BagO_NetL
RSIF,COX2,graph,0.72,BagO_Nume
RSIF,COX2,graph,0.5582,BagO_Nume
RSIF,COX2,graph,0.7164,BagO_Nume
RSIF,COX2,graph,0.6891,BagO_Nume
RSIF,COX2,graph,0.5436,BagO_Nume
RSIF,COX2,graph,0.4309,BagO_Nume
RSIF,COX2,graph,0.6309,BagO_Nume
RSIF,COX2,graph,0.6891,BagO_Nume
RSIF,COX2,graph,0.8055,BagO_Nume
RSIF,COX2,graph,0.4845,BagO_Nume
RSIF,COX2,graph,0.66,BagO
RSIF,COX2,graph,0.5482,BagO
RSIF,COX2,graph,0.7027,BagO
RSIF,COX2,graph,0.5627,BagO
RSIF,COX2,graph,0.5809,BagO
RSIF,COX2,graph,0.6618,BagO
RSIF,COX2,graph,0.7982,BagO
RSIF,COX2,graph,0.3991,BagO
RSIF,COX2,graph,0.7727,BagO
RSIF,COX2,graph,0.6764,BagO
RSIF,COX2,graph,0.5264,NetS_Degr_NetL
RSIF,COX2,graph,0.5173,NetS_Degr_NetL
RSIF,COX2,graph,0.5091,NetS_Degr_NetL
RSIF,COX2,graph,0.5918,NetS_Degr_NetL
RSIF,COX2,graph,0.5064,NetS_Degr_NetL
RSIF,COX2,graph,0.5409,NetS_Degr_NetL
RSIF,COX2,graph,0.6355,NetS_Degr_NetL
RSIF,COX2,graph,0.5318,NetS_Degr_NetL
RSIF,COX2,graph,0.6591,NetS_Degr_NetL
RSIF,COX2,graph,0.4673,NetS_Degr_NetL
RSIF,COX2,graph,0.5164,NetS_Degr_Nume
RSIF,COX2,graph,0.5245,NetS_Degr_Nume
RSIF,COX2,graph,0.4764,NetS_Degr_Nume
RSIF,COX2,graph,0.5991,NetS_Degr_Nume
RSIF,COX2,graph,0.5282,NetS_Degr_Nume
RSIF,COX2,graph,0.5582,NetS_Degr_Nume
RSIF,COX2,graph,0.6573,NetS_Degr_Nume
RSIF,COX2,graph,0.5618,NetS_Degr_Nume
RSIF,COX2,graph,0.6264,NetS_Degr_Nume
RSIF,COX2,graph,0.4273,NetS_Degr_Nume
RSIF,COX2,graph,0.5073,NetS_Degr
