clf,dataset_name,dataset_type,auc
ECOD,26_optdigits,numerical,0.655
ECOD,26_optdigits,numerical,0.6176
ECOD,26_optdigits,numerical,0.5841
ECOD,26_optdigits,numerical,0.5905
ECOD,26_optdigits,numerical,0.6216
ECOD,26_optdigits,numerical,0.6249
ECOD,26_optdigits,numerical,0.5773
ECOD,26_optdigits,numerical,0.5852
ECOD,26_optdigits,numerical,0.5897
ECOD,26_optdigits,numerical,0.6039
ECOD,26_optdigits,numerical,0.6337
ECOD,26_optdigits,numerical,0.606
ECOD,26_optdigits,numerical,0.6181
ECOD,26_optdigits,numerical,0.6014
ECOD,26_optdigits,numerical,0.5861
ECOD,26_optdigits,numerical,0.6163
ECOD,26_optdigits,numerical,0.61
ECOD,COX2,graph,0.7727
ECOD,COX2,graph,0.4664
ECOD,COX2,graph,0.7755
ECOD,COX2,graph,0.6355
ECOD,COX2,graph,0.6018
ECOD,COX2,graph,0.5273
ECOD,COX2,graph,0.7009
ECOD,COX2,graph,0.6455
ECOD,COX2,graph,0.7091
ECOD,COX2,graph,0.6236
ECOD,COX2,graph,0.6855
ECOD,COX2,graph,0.4355
ECOD,COX2,graph,0.6
ECOD,COX2,graph,0.7655
ECOD,COX2,graph,0.7327
ECOD,COX2,graph,0.62
ECOD,COX2,graph,0.7145
ECOD,COX2,graph,0.6491
ECOD,COX2,graph,0.52
ECOD,COX2,graph,0.5582
ECOD,BZR,graph,0.5979
ECOD,BZR,graph,0.6125
ECOD,BZR,graph,0.5688
ECOD,BZR,graph,0.7417
ECOD,BZR,graph,0.5094
ECOD,BZR,graph,0.8167
ECOD,BZR,graph,0.7438
ECOD,BZR,graph,0.6729
ECOD,BZR,graph,0.6458
ECOD,BZR,graph,0.5521
ECOD,BZR,graph,0.5792
ECOD,BZR,graph,0.6583
ECOD,BZR,graph,0.5875
ECOD,BZR,graph,0.6646
ECOD,BZR,graph,0.4771
ECOD,BZR,graph,0.4417
ECOD,BZR,graph,0.5167
ECOD,BZR,graph,0.8083
ECOD,BZR,graph,0.4708
ECOD,BZR,graph,0.4458
ECOD,DHFR,graph,0.5149
ECOD,DHFR,graph,0.5067
ECOD,DHFR,graph,0.4656
ECOD,DHFR,graph,0.481
ECOD,DHFR,graph,0.3361
ECOD,DHFR,graph,0.5591
ECOD,DHFR,graph,0.4877
ECOD,DHFR,graph,0.574
ECOD,DHFR,graph,0.5982
ECOD,DHFR,graph,0.6984
ECOD,DHFR,graph,0.3335
ECOD,DHFR,graph,0.4697
ECOD,DHFR,graph,0.593
